Unnamed: 0,E121_325,E330_700,E1045_125,E1057_735,E426_453,E1588_555,E1824_442,E1750_713,E1789_98,E1424_167,E124_64,E776_162,E3_776,E83_615,E1939_768,E642_265,E410_631,E884_439,E1290_398,E1480_761,E1595_379,E519_782,E1801_657,E125_704,E747_558,E1011_222,E1247_220,E1778_657,E1409_777,E1044_45,E1215_492,E404_716,E196_446,E1532_680,E602_53,E829_757,E1674_47,E1015_631,E97_726,E350_364,E864_508,E847_63,E984_255,E235_651,E681_205,E618_72,E767_351,E155_498,E1886_210,E324_76,E1346_575,E1591_209,E1676_467,E536_101,E1336_779,E502_270,E1697_114,E1841_294,E1547_424,E655_246,E514_313,E806_413,E408_168,E211_316,E943_155,E1692_731,E238_3,E153_361,E1646_576,E504_566,E1921_794,E353_193,E1849_331,E1639_692,E1667_419,E1979_736,E1404_597,E1958_678,E1724_478,E1012_525,E875_488,E496_179,E1486_601,E1062_139,E506_192,E555_173,E1363_582,E39_160,E786_242,E604_611,E1039_331,E1992_31,E890_232,E667_685,E1342_378,E1704_36,E1795_223,E1088_201,E274_498,E840_173,E878_341,E67_470,E1454_61,E283_47,E933_338,E914_124,E952_499,E826_415,E1766_57,E1473_646,E1618_123,E1790_472,E1448_758,E1047_487,E1747_125,E1335_47,E1230_268,E754_296,E244_245,E311_242,E254_96,E444_516,E1956_642,E1412_747,E836_338,E1122_358,E1089_779,E977_340,E1501_300,E0_617,E546_473,E304_779,E1377_726,E615_164,E343_424,E1788_265,E1095_790,E243_584,E1929_310,E395_310,E1875_781,E133_188,E652_278,E431_305,E37_789,E1515_114,E1950_277,E1812_200,E334_327,E1120_10,E1048_50,E1797_206,E616_622,E916_701,E464_346,E1775_456,E1550_255,E966_538,E1276_362,E1278_367,E1867_223,E1153_558,E7_28,E1901_748,E157_644,E234_70,E893_609,E1987_668,E1114_688,E1019_13,E992_647,E1981_529,E702_423,E11_346,E206_222,E706_481,E1505_58,E538_339,E1160_118,E1102_609,E1994_343,E158_115,E880_784,E987_16,E1204_135,E1302_771,E1701_665,E1989_692,E931_679,E486_159,E677_706,E821_367,E646_597,E700_217,E1169_643,E88_576,E859_714,E1_362,E605_552,E320_755,E323_124
Cebpa,0.03831012363464,0.0,0.0,0.0,0.0003348498889742,0.0258840809292777,0.0,0.0,0.0,0.0,0.5044303067199494,0.0,0.0042064819431686,0.0,0.0,0.0,0.0019009235791952,0.0,0.0047565260649134,0.0,0.0,0.0,0.0,0.0,0.0168961693256891,0.0,0.0268009143302525,2.504360282752196,0.0027588545473611,0.0,0.0,0.0,0.0,0.0002195539014889,0.6888340021442227,0.0,1.0122579967713707,0.0,0.0,0.0025293263900454,0.0,0.476315861993617,0.0,0.0,0.0039027489299211,0.7910150375171133,0.0,0.0709483103668458,0.0,0.0580111181484259,0.0,0.0,2.7121593007782616,0.0933279073623433,0.0,0.0,0.0063395251863402,0.0040888974513215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6333404703598755,0.0,0.0,2.547752360055347,0.0,0.0,0.0,0.0,0.0069455970881913,0.0,0.0404551520000965,0.0,0.0,0.0,0.0,0.01761929240323,0.0504848252667172,0.0,0.0,0.0,0.0135425831607164,0.0,0.0,2.320174375911768,0.0,0.0002105182452237,0.0,0.0,0.0228247385895053,0.0,0.0,0.0,0.0,0.0,0.0,0.8980479246903456,0.0,0.0,0.0,0.0,0.015619991350687,0.0,0.0,0.0,0.0320918810125091,0.0,0.0,0.0,0.068785011318278,0.0,1.870342804369807,0.0,0.0,0.0,0.0056511966837526,0.0006432454710107,0.04831582746221,0.0,0.0,0.0,0.0,0.0,0.0709043860662272,0.0,0.0,0.0,0.0,0.0,0.0235837777068485,0.0064585613929636,0.0005282679333259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002991057712301,0.0392616156246082,0.0,0.0450108302043508,0.0,0.0,0.0011267923891786,0.0042881707617706,0.0,0.0,0.0,0.0,0.0,0.0,0.0113590387829948,0.0260021083213281,0.0,2.5816001661394696,0.0288533628191616,0.0,0.014779440978355,0.0140828889383509,0.0,0.947867586315288,0.0,0.8171100591968509,0.0,0.0,0.0,0.0,0.7737075184424537,0.0,0.0,0.0058607809849322,0.0,0.0,2.8029839238521443,0.0180226286981092,0.0,0.0,0.0,0.0,0.0016636372517998,0.049883638281643,0.0,0.0,0.0,0.0
EgrNab,2.2072840135777927,2.017936075122809,1.2207102249769026,2.9491616653941803,2.4097694311615085,2.3172237298102263,2.0266530575153,1.9365360334718231,2.272265857852676,1.7461221034553904,0.0,0.103935653183556,2.067645914496123,1.7854140366159337,2.8224407988142386,0.029207612229239,2.394640927363735,2.743496434213548,2.292702765543316,2.315402478275961,1.6240365286702578,1.9578295986739835,1.8179609771590093,2.604648003768552,1.8927903095039484,1.7032435403626045,2.3093201617910784,2.540644239993725,2.4950157343248223,0.0,1.7600123258282152,3.1007771820728367,1.5575384830905503,2.006103585159832,0.0422225121799392,2.4316647081201097,0.0403141449593625,2.61439412446441,2.351084540196062,2.6842299413831903,2.307941812151564,0.070258885423331,2.384357111213857,2.121767291585872,2.6655206653804315,0.0,1.897102840310064,1.9092130672662488,1.9813585875391773,0.8387695663116563,2.163453209598026,2.212283525253321,2.687425991684308,1.151393851192025,2.3108754390508968,2.1130383279390026,2.2117073936724743,1.3847909219890906,1.2749894974062363,2.123831307331161,2.5040373567127454,2.578318738389468,1.9837095748445408,0.0598181781750826,0.8311206230678957,2.0792019411522373,0.0,2.184168758064152,1.5749980741618743,1.9866876592808984,2.548673436465932,2.792731832967093,2.2070601543783788,1.6357406089753266,2.9711015609187967,2.319141388104456,2.410351193172473,1.7336521804706622,2.114699799495538,2.2095372359018484,1.8576864969111724,2.8164579848243765,2.3207888577802542,1.6909163258082756,2.010813665033928,1.9668387042286093,2.9377773644743352,2.1692398896645364,1.9073148889984823,1.5899589230228863,2.132316794862346,0.0,2.220682389417468,2.4812936114075668,2.3075342747767404,0.0516961214804125,2.257038934263588,2.639613262650665,1.7663306878598544,1.3351563718435822,1.8407946525482084,2.0630632002980103,0.6226642512921788,0.0,2.370018776371039,1.9328355242102035,2.2509167159966506,1.9484457616144064,0.0338930978047903,2.001033976915392,2.355319673963027,2.6778091353341766,1.9507418368597595,2.295666124498024,1.7561545859197514,0.0557912604876174,1.899000309360883,2.3981499468629184,1.963847254463239,2.019550134840301,2.3183528197100083,2.492378563243439,2.654356563725211,2.35288966118518,2.8104795109056324,2.008468819880406,1.7173548382531725,2.759324833734088,2.7065842771725266,2.2321948924261874,2.1885735078345667,3.0560895063901685,1.876006776719982,1.6803328311875767,2.090979722234244,2.2764167457481586,2.535801203881125,2.5543145021856097,2.761614734143725,1.9126724358831653,1.863973222847368,2.242093632878384,1.869588859024084,2.2421237520034403,2.435049312428548,0.0,2.0785272615130714,2.3792916835605307,1.4694043358308548,0.0454227946663683,0.0455035148901164,2.331668775842884,2.417598063700728,1.8368082042682352,2.3486878597065,2.003745050720235,2.2309500266489013,1.9145622863280167,2.523012741511499,2.0323456268600326,1.8540374031457143,1.910921916516836,0.0,2.4241877464663064,2.5909806664949424,0.0,2.91615833151325,2.8819711736431293,2.403282908663594,0.0,2.624535167889236,2.5055711115430435,2.2511924360589552,2.5019432588412203,1.7230186093825868,2.499062963135351,0.1092964079375758,2.0527056191294264,2.2609152005612936,2.419808693077727,1.7010233943120363,1.862057182117374,2.7420841661198487,0.0025719441701312,1.6578776846119392,1.9942218101787736,1.7762361989975155,2.2324267597382885,1.9561727522002348,1.7074623142711978,2.1595032896551185,2.505635567539452,2.0673239947912747,2.0619826975057163,1.9261186321072905,2.2881165114120856,1.6435208783642734,1.7661527701460835,1.951456183998452,2.300158183291513,2.3018055428024606
Eklf,0.0041644580755732,0.0,0.0,0.093284610912005,0.0,0.0,0.0062178967078704,0.0,0.0003283753740892,0.0407041678886142,0.0432326542781483,0.0,0.0117711082659261,0.0,0.0,0.0464733836992016,0.1074220713780287,0.0,0.0,0.0,0.0267026561429106,0.0,0.0092553887173356,0.0,0.0,0.0147811127828819,0.0,0.0,0.0,0.0221967337746509,0.0,0.0737603433378744,0.0083351448185669,0.0563370286103461,0.049639559519744,0.0,0.0004933339687663,0.0069650479964806,0.0,0.0,0.0,0.0051857098726415,0.0,0.0,0.0,0.0,0.0593961409051177,0.0007665608550773,0.0582302683710814,0.0047891601735438,0.0,0.0,0.0525942719082708,0.0008053266004551,0.0,0.0,0.0,0.0,0.0,0.0004693372268924,0.0,0.0122686594216271,0.0,0.0,0.0,0.0,0.0449970035341476,0.0,0.0,0.0,0.0,0.0,0.0,0.0446288066811251,0.0052280794869393,0.0,0.0,0.0,0.0,0.0,0.0014233815963686,0.0059725725456885,0.0,0.0,0.1633278482326843,0.0,0.0,0.0,0.0,0.0176939557819013,0.1090651594895166,0.0,0.0946669763176729,0.0,0.0,0.0,0.0,0.0,0.0,0.0794743781522234,0.0,0.0,0.0025824609713553,0.0012033709409607,0.0,0.0,0.021523605828896,0.0,0.0,0.0,0.0063285365530272,0.0,0.04731951445762,0.0,0.1006652406100248,0.0,0.0,0.0,0.0,0.0,0.0268327518645927,0.0,0.0,0.0137725662529381,0.0,0.0244494281007092,0.0534918975955323,0.0,0.0,0.039745230585802,0.0,0.0446545113364411,0.0,0.0,0.0,0.0,0.0006900466761658,0.001542837281273,9.163536295035909e-06,0.0073389230749977,0.0147019054826678,0.0,0.0,0.0,0.0,0.0552016449156687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079054072519476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412642733644983,0.0716070638841314,0.0,0.0,0.0,0.0,0.0133337905277881,0.0400427453184364,0.0232639237809662,0.0495520206322604,0.0,0.0648257285625859,0.0,0.0,0.0012156512604005,0.0,0.0271850608098625,0.0,0.141998671215564,0.0839649764505441,0.0,0.0008345722333803,0.0458680801107867,0.0,0.0,0.0729800760577187,0.0,0.0,0.0,0.001683122471618,0.0,0.0022525077845713,0.0,0.0010961676903952,0.0,0.0
Fli1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075726613207622,0.0224883043714248,0.0134186688363942,0.0,0.0426780113142586,0.0,0.0671203838311905,0.0166345631960052,0.0331195387105841,0.0176882314311308,0.0,0.0,0.0,0.2166923231006409,0.0,0.0636936814622777,0.0,0.0,0.1607176478437505,0.083194015290801,0.0,0.0700216054205766,0.0779545261906786,0.0,0.0,0.0,0.0,0.0,0.0753732871345147,0.0,0.0042830461130617,0.0179039083144153,0.0,0.0024045059425099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144834223506116,0.0070375046120591,0.0,0.0,0.0,0.0,0.0127607157156318,0.0,0.0377165060302432,0.0,0.0,0.0,0.018983488104448,0.0,0.0,0.0010202718484814,0.0,0.0012385217010715,0.0,0.0,0.0392604827275808,0.0004762137677655,0.0,0.0422905471250768,0.0997596044262418,0.0,0.0671473009130797,0.0061477298439574,0.0,0.0444080814967201,0.0,0.0476072914919676,0.0,0.0,0.0,0.0,0.0,0.0141245640637649,0.0450888875339203,0.0,0.0,0.0,0.0,0.0005864751912874,0.005782503361537,0.0,0.0069104371816855,0.0,0.0046100617477618,0.0328062151453432,0.0078896642996319,0.0,0.0005898340918388,0.0080453375065571,0.0182155689755902,0.0448759463367745,0.0054691378118558,0.0,0.0,0.0066375318489029,0.056117684012319,0.0,0.0,0.0,0.0,0.0,0.0,0.0070686885406004,0.0,0.0,0.0429875347433196,0.0549680040982103,0.0459444021539746,0.0,0.0,0.0,0.0,0.0393289806378238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212073001795277,0.0303953689107895,0.0,0.0,0.1656237664978757,0.0,0.0,0.0208826644891943,0.0271180288775442,0.0,0.0,0.2239173186273047,0.0,0.000872828333285,0.0116029991795674,0.0,0.0,0.0,0.0,0.0,0.0353153395511626,0.010605033899915,0.0,0.0,0.0062007024987551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013857971055264,0.0049809849203074,0.0,0.0,0.0786853973607984,0.0,0.0184573941525259,0.0,0.0,0.0942432518387796,0.0,0.0031026546738134,0.0,0.0,0.0,0.0,0.0094797577235742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1328744666917594,0.0,0.0
Fog1,0.0,0.0,0.0,0.0,0.0166186356043931,0.0026039539904851,0.0,0.0065394954114951,0.0357408925063198,0.0,0.0,0.0,0.0406662269641527,0.0,0.0190222150423208,0.1942473351180104,0.0,0.0,0.0,0.0,0.0761886967140938,0.0153657968690107,0.0,0.0067559563291693,0.0,0.0354070552367063,0.0016891138187974,0.0757958978063186,0.0017967708912161,0.0,0.0571241833062768,0.0381938743021972,0.003455798764729,0.0004307992913198,0.011797729451662,0.0623737416962457,0.0,0.0,0.0,0.0301978034254708,0.0215324634963174,0.0096117132910798,0.0004319270545208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014647547838061,0.0,0.0105966121889697,0.0,0.015810673825604,0.0,0.0,0.0022463712564774,0.0,0.0,0.0,0.0404863272837313,0.0,0.0,0.0,0.0,0.0,0.0830832231620904,0.0161466971459515,0.0,0.0,0.0,0.0038118087324714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1642078495476763,0.0,0.0,0.0,0.0,0.0165085835223082,0.159614432749323,0.0031751132192679,0.0,0.002128581158748,0.0,0.0,0.0,0.0,0.0042678641351937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321503109957601,0.026309708657834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077736312426523,0.0,0.0,0.010688711411599,0.0038630630107921,0.0738965040959351,0.0,0.0,0.0,0.0,0.00259023662117,0.0,0.0,0.0,0.0,0.0193073843643274,0.0,0.0,0.0264637662060053,0.023849190552636,0.0746409301629001,0.0,0.0,0.0,0.0,0.0,0.0026618801721478,0.0298470029461642,0.0414324737153996,0.0,0.0,0.0,0.0076861909541826,0.0,0.0,0.0012009889663172,0.0,0.0508516612934532,7.615092677141664e-05,0.0,0.0,0.0,0.0784174213845771,0.0,0.0,0.0001534645820444,0.0,0.0,0.0113193456253369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008172884070947,0.0,0.0804184315385275,0.0,0.0030687656020905,0.0,0.0,0.0,0.0042291265032815,0.0069791766665755,0.0,0.0023684768230186,0.0,0.0,0.0362409040608976,0.0,0.0,0.0,0.0062870892669598,0.0680457523790789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073720048171748
Gata1,0.023946106758242,0.0,0.0,0.0614156626881992,0.0,0.0,0.0,0.0057691614915035,0.0,0.0,0.0,0.022336983061538,0.0,0.036096065925108,0.0412948177101121,0.0,0.0,0.0,0.0599207751526584,0.0130843602051092,0.002061654336915,0.0179666750699508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076162749931197,0.0,0.0,0.0,0.0,0.1390980416537033,0.0239893970858662,0.0,0.0442677696771303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171611757895335,0.0,0.0,0.0169731146389042,0.0,0.0021607610054501,0.0,0.0,0.0,0.0,0.0,0.0161734535104637,0.0,0.2153430857182244,0.0,0.0098625780006073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271552152743284,0.0017617831123476,0.0132193708498764,0.0671880847742646,0.1143878431174139,0.0,0.0,0.0,0.0129987996397552,0.0,0.1250710430999827,0.0,0.0149433168831723,0.0,0.0,0.0029399796829819,0.0,0.0,0.0,0.0038924962776296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173075605482618,0.0,0.0,0.241424121559998,0.0078225838762,0.0,0.0,0.0,0.0,0.0121226287022277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128217722276811,0.0184228922910186,0.0,0.0,0.0,0.0,0.0,0.0,0.0516034910833132,0.0,0.0,0.0,0.0,0.025560723924428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057195227247311,0.0,0.0,0.0,0.0,0.000760814019953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2305284501572613,0.0,0.0,0.0,0.0,0.0252896406790026,0.0,0.0,0.009211883727158,0.0,0.0,0.0001528853223109,0.0,0.0,0.0,0.0,0.0392831462465005,0.0046813723425062,0.0050061552593573,0.0065071445458266,0.0,0.0,0.0,0.0574591360338035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gata2,0.0012484919564815,0.0,0.0,0.0591111613492691,0.0,0.0,0.0,0.0042764585718675,0.0523181576208054,0.0355924523385716,0.0,0.0661753865014708,0.0046526461018319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003821390858303,0.0,0.0,0.0,0.0,0.0440715441206946,0.0447570426594561,0.002374387227318,0.0217126318475554,0.0,0.0,0.0797192499434515,0.0,0.0,0.0,0.0,0.0,0.0,0.0190061147036184,0.0062040512871486,0.0,0.0534577060609563,0.0,0.0,0.0,0.0,0.0,0.0151519151191119,0.0,0.0472694797642991,0.0,0.0,0.0676767139416524,0.0219532759684931,0.0,0.0055678875235241,0.0,0.0008183530256325,0.0495816904954113,0.0,0.0,0.0254376621861846,0.0,1.004803549967521,0.0,0.0,0.0226087185980019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888059171261611,0.0,0.0,0.0,0.0,0.0086110904667279,0.0,0.0,0.0441572968862893,0.0092639890947605,0.0,0.0570576716853235,0.0315444489151378,0.0011685138004119,0.1606680728338163,0.0159357647464787,0.0,0.0559032703058502,0.4742403225843481,0.0625272883367798,0.0,0.0,0.0,0.0,0.0,0.0,0.0214505943922346,0.0,0.0,0.0,0.0,0.1142708355363302,0.0,0.0,0.0003870207130731,0.0462064090900906,0.0,0.0144913752925981,0.1716416882254335,0.0256998411308846,0.0,0.0,0.0,0.0,0.0,0.0001466526960594,0.0,0.1545063268065925,0.0429364199750634,0.0,0.0092443096806046,0.0,0.0114502512686783,0.0,0.0,0.0,0.0367887663411549,0.0017914752595628,0.0,0.0227520670221244,0.0002425753049487,0.0,0.0360821116063088,0.0515931118308396,0.001902844077662,0.032466707711265,0.0,0.0,0.0292068470349397,0.0232867671237431,0.0,0.0682437642432567,0.903082125200813,0.1433415891932253,0.0,0.0,0.0053893927712104,0.0417309452036388,0.0284446561734007,0.0,0.0017897921445139,0.0,0.0,0.0,0.0,0.0958010600765952,0.0,0.0,0.433138217674799,0.0,0.0,0.0,0.2406697087293753,0.0,0.0459996604551206,0.0,0.0077976975693523,0.0,0.0,0.1333632377052198,0.0,0.0538294809820085,0.0,0.0,0.0,0.0,0.3598399339402376,0.0,0.0,0.0,0.0019299520795101,0.0136644728143149,0.0,0.0539413143657944,0.0,0.0,0.0392062934082211,0.0,0.0003075195612025,0.0608753381225427,0.0,0.0,0.0,0.0015582920851755
Gfi1,0.0,0.0,0.0,0.0,0.0,0.0,0.0034984292028794,0.0,0.0,0.0,0.0,0.051546156317807,0.0,0.0001324388216458,0.0151547955914216,0.0,0.0,0.0,0.0,0.0,0.0120413468594044,0.0,0.0002412513154275,0.0,0.0044877106586466,0.0045692718769935,0.0,0.0,0.0,0.0,0.0,0.0,0.0050875379645947,0.0520460120730393,0.9339325736512112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0652653350194211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073635663555173,0.019352188244592,0.0,0.0089482239271546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080034118730029,0.0,0.0095788126172538,0.0005433301537558,0.0029085631237641,0.0,0.0396187512775802,0.0614031187398018,0.0,0.0290213832074444,0.0,0.0,0.0003938799480958,0.0038999145225106,0.0,0.0064546779615144,0.0,0.0064002239527125,0.0,0.0,0.0,0.0076405151942967,0.0,0.0211672713291196,0.0,0.0009122820521439,0.0237112759049943,0.0041121685164237,0.0,0.0,0.0,0.0021779524780266,0.0,0.0,0.0,0.0,0.0,0.0130170712702801,0.0085232403394177,0.0212832333025385,0.0,0.0143266622198041,0.0,0.0,0.0034909312191149,0.1754869162125826,0.0102598364781757,0.0,0.0,0.0,0.0,0.00449366641358,0.0,0.0118543777090362,0.0537962299904399,0.0102174280094791,0.0,0.0,0.0,0.0166505254408886,0.0,0.0,0.0035542756209729,0.0188908666009427,0.0,0.0,0.0,0.0,0.0,0.0114313202799385,0.0424491987327124,0.0,0.0,0.0299056153572113,0.0,0.0,0.0,1.4176511306246946,0.0,0.0,0.0305155585607407,0.0,0.0,0.0,0.0011816410088069,0.0,0.0264817557370227,0.0,0.0,0.0,0.0,0.0,0.0,0.0042957420066196,0.0,0.0,1.0267079997819146,0.0,0.0,0.0,0.0,0.0087477998083687,0.0,1.1582390240188751,0.0302259889623269,0.0,0.0175847951615918,0.0,0.0043821611370284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105112453374028,0.0,0.0,0.0,0.0,0.0237610050571024,0.0,0.0,0.0340104970319715,0.0
Pu1,2.38742114386332,2.4541036530387927,1.842826896414511,2.3876634644523507,2.2992083548647897,0.0,2.486203095331803,0.0,0.0,0.0,0.0,2.2864501251594995,2.2703318608343666,2.04266075757562,1.7734134483560726,2.270932846086488,2.3186259221616408,0.0,2.3075434727653845,2.3527343967527035,2.272446906797538,0.0,2.4234070411822923,2.2913271205755685,0.0,2.434912334810288,2.307935687740809,2.146358556677765,2.524204055867288,0.0,0.0,0.0,0.0,0.0,0.0,2.3010660884581777,1.7405304122028116,0.0,2.1813653556973702,0.0,2.363172103737833,0.0,0.0,2.4530075451898576,2.496410696414576,0.0,2.49437212179088,0.0,2.412747702496374,2.3368145397302262,0.0,2.3622368786845724,2.1951110863991468,0.0,2.6656814769362263,0.0,0.0,0.0,2.537149207342311,2.561866073145248,0.0,2.220981553733854,0.0,2.349113487907507,0.0,0.0,0.0,2.6542903720402893,2.983842620670284,2.40833788297438,2.3393075769729554,2.541585166055264,0.0,2.8926090566224816,2.632131552750243,1.908039008713884,2.4339695908760386,2.685705575921436,1.8904118212236103,2.165027766202742,2.528579850498613,2.514190132101388,0.0,0.0,2.2769584365709665,2.709451110968496,1.9368573893087653,0.0,2.7252730426779035,0.0,2.5514203354152434,1.4470920095593467,2.7952270694991546,2.3054349431988417,2.0195561532721515,0.0,2.389440086739926,1.8235146923639007,0.0,2.324078807787709,0.0,0.0,0.0,0.0,2.600754973499644,1.7744616197168257,2.4275304029356204,2.7062726918198536,0.0,1.9033934481882584,2.0889628399803195,2.637960967985419,0.0,0.0,0.0,0.0,2.6450892252180425,0.0,0.0,2.473816716727677,1.9347353364802788,0.0,2.0405945503143355,0.0,0.0,0.0,2.3051133556640933,0.0,0.0,0.0,1.9851664229145791,2.5183711353948333,0.0,2.0896066677694045,2.0636778217802703,2.448204832396002,2.6184192852556314,2.659507938588337,0.0,2.3965362053903925,2.24096642305404,1.79621092222347,0.0,2.732675400312784,1.9268944558762573,1.9500507808851828,1.988725759420228,1.7607594309798664,2.366754653632537,0.0,0.0,1.914901882415888,2.4162563727667155,0.0,2.711040219775909,0.0,0.0,2.3549263471994903,2.7870764682357256,2.353398984833555,0.0,2.495718121444489,0.0,2.393519028346528,1.7927116345723195,1.1368480760671642,2.330600575900234,0.0,0.0,0.0,0.0,0.0,0.0,2.794241851294037,2.6423215092397787,2.6202765755500392,0.0,0.0,0.0,2.0136641204911934,0.0,2.8632636720244737,2.4450892567597537,1.3012817006153592,0.0,2.3844330927164927,0.0,0.0,1.9817169902007767,0.0,0.0,2.3575375496922746,2.5843238939597137,3.670550322303384,0.0,3.659247610223632,2.407543558924064,2.432837389875937,0.0,2.6683703655418727,2.3837332960527857
Scl,0.0,0.0,0.0,0.0122865839405409,0.0,0.0,0.0,0.0073068031594963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256251317605729,0.0,0.0,0.0,0.008481266015609,0.0,0.0342568195239605,0.0161728119922593,0.0,0.146929449244813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053748900020228,0.0,0.0,0.0,0.0140049705521842,0.0,2.267720331072721e-05,0.0013757789128965,0.0114393114237107,0.0,0.0332848620466115,0.2182275445458794,0.0172759563731991,0.0,0.0048812033532922,0.017109852240319,0.035281962628509,0.0,0.0,0.0205937559123601,0.0,0.0,0.0,0.0186550498221806,0.0,0.0,0.0124085125365793,0.0,0.0,0.0309986220669025,0.0200229775075575,0.0,0.0048146749183641,0.0,0.0,0.0004381991955684,0.0,0.0,0.0525002746765581,0.0,0.0050049400480339,0.0339120992773373,0.0,0.0,0.0035905324786768,0.0,0.0063762816825571,0.0049193730934049,0.0,0.0,0.0,0.0,0.0187209426093613,0.1190800519801863,0.0152203191418567,0.1436246786076973,0.0342536648677343,0.0,0.0,0.0,0.0659590970372849,0.061517838651067,0.006070587798627,0.0,0.0157233446573889,0.0,0.0020355576453084,0.0,0.0,0.0,0.0275190136179271,0.0127747484169246,0.0,0.0025666097013978,0.0,0.0,0.0,0.0240412955145829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280345099118265,0.0,0.014384509272212,0.0278403429791972,0.0,0.0049250366688603,0.0032089547573865,0.0,0.0,0.0,0.0047090868708498,0.0,0.008403618009318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176334070480098,0.0116161189578642,0.0,0.0,0.0124138231452973,0.002940420815444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448794617426552,0.0906451276205676,0.0,0.0,0.0011348923165877,0.0041998985876672,0.0,0.0092800161638607,0.0987167228615144,0.0005536269327292,0.0842088545543697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0467888353844694,0.0,0.0,0.0,0.0,0.0017432671971742,0.0,0.0,0.0052369668499486,0.0,0.0,0.0,0.0,0.0,0.0,0.0031411647278639,0.0061679879398603,0.0,0.0,0.0,0.0,0.0405871251514745,0.0,0.0098742340060072,0.0487103943396029,0.0,0.0187763169297451,0.0,0.0203192575870619,0.0
