0,-0,-0,0,-0,0,-0,0,0,-0,-0,0,-0,-0,0,-0,0,0,0
-0,0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,-0,0,0,0,-0,-0,0
-0,-0,0,-0,0,0,0,0,0,0,-0,-0,0,-0,0,-0,0,-0,-0
0,-0,-0,0,-0,0,-0,-0,-0,0,0,0,0,-0,-0,0,0,-0,-0
-0,-0,0,-0,0,0,-0,-0,-0,0,-0,0,0,-0,-0,-0,-0,-0,0
0,0,0,0,0,0,0,-0,0,0,-0,0,0,-0,0,-0,-0,0,0
-0,-0,0,-0,-0,0,0,-0,0,0,-0,-0,-0,-0,-0,0,-0,0,-0
0,-0,0,-0,-0,-0,-0,0,-0,0,-0,0,0,-0,-0,0,0,-0,-0
0,-0,1.24334298038735e-38,-0,-0,0,0,-2.86294216545763e-38,0,1.52332331039047e-37,0,3.14193900814654e-38,4.369632567544e-38,-0,0,0,7.42876744813513e-38,-0,-6.0932268760666e-39
-0,-0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,-0,0,0,-0
-0,0,-0,0,-0,-0,-0,-0,0,-0,0,0,-0,-0,0,0,0,-0,0
2.78874111364214e-37,-1.29687437538659e-37,-3.10003721331048e-37,2.0025671609818e-37,2.92023940994989e-37,1.44115486787041e-37,-1.67291517246958e-37,2.97309706064749e-37,1.04035828370115e-37,-4.71391870828274e-37,2.74244961123674e-37,0,2.94813354507687e-37,-1.48647532649197e-37,-2.05486003234633e-37,-2.38787625821171e-37,3.8089875133678e-37,-2.99235942144198e-37,2.30912350872441e-37
-0,-0,0,0,0,0,-0,0,0,0,-0,0,0,0,0,-0,0,0,-0
-0,0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,0,0,0,-0,0,0
0,0,0,-0,-0,0,-0,-0,0,0,0,-0,0,0,0,0,0,-0,-0
-0,0,-0,0,-0,-0,0,0,0,-0,0,-0,-0,0,0,0,-0,-0,0
0,-0,0,0,-0,-0,-0,0,0,0,0,0,0,-0,0,-0,0,0,-0
0,-0,-0,-0,-0,0,0,-0,-0,0,-0,-0,0,0,-0,-0,0,0,-0
0,0,-0,-0,0,0,-0,-0,-0,-0,0,0,-0,0,-0,0,-0,-0,0
