0,-0,0,0,0,-0,0,-0,0,-0,0,4.01979139943299e-39,0,0,0,-0,-9.02993647554291e-39,0,0
-0,0,0,-0,-0,-0,0,0,0,-0,0,-0,0,-0,-0,0,0,-0,0
0,0,0,0,-0,-0,0,-0,-0,0,-0,-0,0,0,0,-0,0,-0,-0
0,-0,0,0,0,0,0,0,0,-0,0,0,-0,0,0,-0,0,0,-0
0,-0,-0,0,0,0,0,-0,0,0,-0,0,0,0,0,-0,-0,0,-0
-0,-0,-0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,-0,-0,0
9.91134059791704e-39,0,0,0,0,3.06272612829549e-38,0,0,0,-0,0,2.96505954896775e-38,-0,0,0,-0,-3.41100232628155e-38,0,0
-0,0,-0,0,-0,0,0,0,-0,0,-0,0,0,-0,-0,0,0,-0,-0
0,0,-0,0,0,0,0,-0,0,0,0,0,-0,-0,0,0,0,0,0
-1.25988088065556e-37,-0,0,-7.0529789968796e-38,0,1.99774131327842e-37,-7.89022736386377e-38,0,0,0,-0,-1.53764805591606e-37,2.20172070766654e-38,9.96153146553314e-38,1.01305908385019e-37,-0,1.49693540295683e-37,0,0
0,0,-0,0,-0,-0,0,-0,0,-0,0,0,-0,0,-0,0,0,0,0
0,-0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,-0,-0,-0,0
0,0,0,-0,0,0,-0,0,-0,0,-0,0,0,-0,0,-0,0,0,-0
0,-0,0,0,0,0,0,-0,-0,0,0,0,-0,0,0,-0,-0,-0,0
0,-0,0,0,0,0,0,-0,0,0,-0,0,0,0,0,-0,0,0,0
-0,0,-0,-0,-0,-0,-0,0,0,-0,0,-0,-0,-0,-0,0,-0,-0,0
-2.05892503103553e-38,0,0,0,-0,-4.55130418721109e-38,-0,0,0,0,0,-4.51738295528518e-38,0,-0,0,-0,0,0,0
0,-0,-0,0,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0
0,0,-0,-0,-0,0,0,-0,0,0,0,0,-0,0,0,0,0,0,0
