0,-0,-0,0,0,-8.88744852405466e-38,-0,0,0,-0,-2.87998111400474e-38
-0,0,-1.01977029455941e-37,0,-0,-1.14337692633159e-37,-0,-0,1.91129599574136e-38,0,0
-0,-0,0,0,-0,0,-0,0,-0,0,-0
0,0,0,0,0,0,-0,-0,-0,0,-0
0,-0,-5.91939355948956e-38,6.27632277549282e-38,0,6.93537137988513e-38,-1.74235517262267e-38,0,-3.03913190553227e-38,0,2.20269264828139e-39
-0,-0,0,0,0,0,0,-0,-0,-0,0
-0,-0,-4.20600154456633e-38,-0,-0,2.36290786612243e-38,0,-0,-0,0,0
0,-0,6.41422399684764e-38,-0,0,-0,-0,0,0,-0,-0
0,0,-1.68146188798528e-38,-0,-0,-0,-0,0,0,2.84544303049483e-38,-4.85923616163015e-38
-0,0,0,0,0,-0,0,-0,0,0,-0
-0,0,-0,-0,0,0,0,-0,-0,-0,0
