0,-0.00549584906548262,0.0161328446120024,2.20590991745161e-37,2.72543403634802e-37,-3.02245863983241e-37,0.0572395883500576,1.46545158957976e-37,-0.0139140048995614,-2.71539132261777e-37,-1.3218227569338e-37
-7.38974745161692e-39,0,0.00804062932729721,-4.34467488137499e-38,0,-2.06681075406561e-37,0,0,-0.0124669102951884,-9.96485646652929e-38,-0
0,0.00440862588584423,0,-0,0,1.99574138011014e-37,-0,-0,-0.0173474438488483,4.37771918072193e-38,-0
8.28135723070673e-38,-0.00606266967952251,-0.017896318808198,0,1.71582438879761e-37,3.16208738193405e-37,0.081293448805809,1.71747029792187e-37,-0.0163342673331499,2.16450995562159e-37,-6.68175989965654e-38
1.06201944325881e-38,0.0043354039080441,0.0127057852223516,1.67350988353784e-37,0,2.66615597239852e-37,-0.0586783848702908,7.10918732036121e-38,-0.00842942390590906,1.68268558588224e-37,-0
-4.61462382013946e-38,-0.00236192322336137,0.00344375101849437,0,5.21107249849467e-38,0,-0,-0,-0.00858796201646328,8.15511817569141e-38,-0
0,0.00334158260375261,-0.00693326024338603,5.36035730805428e-38,-8.86697387193272e-39,-1.60155287108313e-37,0,2.21234563288274e-38,0.0113266846165061,-9.04275499337516e-38,0
0,0.00290010566823184,-0.00519854901358485,6.09464274803495e-38,7.28244386249033e-38,-1.23384923934349e-37,0,0,0.00682884361594915,3.53836998708004e-38,0
-0,-0.00179846363607794,-0,-0,-0,-1.43976424730038e-38,0,0,0,2.71322239285469e-38,0
-4.58650116125892e-38,-0.00477033527567983,0.0129038728773594,1.54999697060695e-37,1.37387964963694e-37,2.6261976664286e-37,-0.0492768958210945,3.93551198485433e-38,0.0126847205683589,0,-0
-7.94376873610808e-38,-0.00405473541468382,-0.0130866672843695,-2.28383108037824e-37,-2.57554577161773e-37,-2.7169966501385e-37,0.0654768571257591,2.12233109605317e-37,0.0112004512920976,-2.13376031053596e-37,0
